name,domain,sector,filepath
smart consultoria jr.,smartconsultoriajr.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/smartconsultoriajr.com.png
centigo,centigo.se,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/centigo.se.png
innovami,innovami.it,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/innovami.it.png
management centre türkiye (mct),mct.com.tr,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/mct.com.tr.png
abesco,abesco.be,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/abesco.be.png
strategyn,strategyn.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/strategyn.com.png
pinnacle sources global consultancy inc,pinnaclesources.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/pinnaclesources.com.png
nexia dk,dk.ua,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/dk.ua.png
app unternehmensberatung ag,app.ch,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/app.ch.png
archpoint group,archpointgroup.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/archpointgroup.com.png
vqms pvt ltd,vqms.co.in,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/vqms.co.in.png
commsquest communication consulting,commsquest.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/commsquest.com.png
spring point,springpoint.com.au,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/springpoint.com.au.png
bolsa de comercio de san juan,bolsasanjuan.com.ar,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/bolsasanjuan.com.ar.png
systemlog,systemlog.cl,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/systemlog.cl.png
allegheny science & technology,alleghenyst.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/alleghenyst.com.png
b2b nutrimais,b2b.com.pt,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/b2b.com.pt.png
blackeight gmbh,blackeight.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/blackeight.com.png
ljung & sjöberg,ljungsjoberg.se,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/ljungsjoberg.se.png
alia conseil,aliaconseil.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/aliaconseil.com.png
itheca group,itheca.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/itheca.com.png
enaxis consulting,enaxisconsulting.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/enaxisconsulting.com.png
symbállein consulting company,symballein.com.br,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/symballein.com.br.png
catalyst strategies,catalyststrategies.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/catalyststrategies.com.png
susam a/s,susam.dk,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/susam.dk.png
radtac,radtac.co.uk,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/radtac.co.uk.png
ideas unlimited,ideasunlimited.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/ideasunlimited.com.png
kirkman company,kirkmancompany.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/kirkmancompany.com.png
connex partners,connexpartners.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/connexpartners.com.png
lean enterprise institute poland,lean.org.pl,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/lean.org.pl.png
high tier consulting,hbc-system.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/hbc-system.com.png
scrogginsgrear,scrogginsgrear.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/scrogginsgrear.com.png
marlborough street partners llc,marlboroughst.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/marlboroughst.com.png
enc,enconsulting.it,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/enconsulting.it.png
turkey relocation management services,relocatinginturkey.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/relocatinginturkey.com.png
kyu,kyu.fr,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/kyu.fr.png
studio cdl casiglia ronzoni,casigliaronzoni.it,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/casigliaronzoni.it.png
idream advisory services pvt.ltd.,idream.in,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/idream.in.png
milestones,milestonesinc.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/milestonesinc.com.png
c space,cspace.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/cspace.com.png
quirónprevención,quironprevencion.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/quironprevencion.com.png
expert group ag,expertgroup.ch,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/expertgroup.ch.png
regi research & strategi,regi.se,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/regi.se.png
acompany.es,acompany.es,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/acompany.es.png
alsbridge,alsbridge.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/alsbridge.com.png
iem,iem.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/iem.com.png
lucas gc limited,lucasgc.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/lucasgc.com.png
emerge development consultancy ltd,emergeuk.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/emergeuk.com.png
ondernemershuis deventer,ondernemershuis-deventer.nl,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/ondernemershuis-deventer.nl.png
proventa ag,proventa.de,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/proventa.de.png
aedian,aedian.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/aedian.com.png
the walton group,waltongroup.net,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/waltongroup.net.png
junior enterprise ehl,jehl.ch,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/jehl.ch.png
cream consulting,creamconsulting.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/creamconsulting.com.png
tcg consulting,tcgconsulting.net,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/tcgconsulting.net.png
inspearit italy,inspearit.it,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/inspearit.it.png
momentum consulting,momentumconsulting.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/momentumconsulting.com.png
krc partners s.r.o,krcpartners.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/krcpartners.com.png
mentoro platform,mentoro.net,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/mentoro.net.png
europartners srl,europartnersnetwork.eu,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/europartnersnetwork.eu.png
tecnova,tecnovaglobal.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/tecnovaglobal.com.png
international consulting tunisie,karray-group.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/karray-group.com.png
n&a consultores e associados ltda,naconsult.com.br,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/naconsult.com.br.png
steam consultancy,steamconsultancy.nl,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/steamconsultancy.nl.png
ceei alcoy,ceei-alcoy.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/ceei-alcoy.com.png
taskforce - management on demand ag,taskforce.net,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/taskforce.net.png
envorso,envorso.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/envorso.com.png
oxxy result - consultoria empresarial atuarial,resultatuarial.com.br,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/resultatuarial.com.br.png
taticca auditores e consultores,taticca.com.br,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/taticca.com.br.png
cqm,cqm.nl,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/cqm.nl.png
brainprise,brainprise.es,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/brainprise.es.png
idaos,idaos.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/idaos.com.png
jms augsburg e.v.,jms-augsburg.de,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/jms-augsburg.de.png
serview,serview.de,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/serview.de.png
masoni consulting s.r.l.,masoniconsulting.it,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/masoniconsulting.it.png
dragon,dragon.hr,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/dragon.hr.png
francap,francap.com.br,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/francap.com.br.png
gatehouse advisory partners,gatehouseap.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/gatehouseap.com.png
hoople,hoopleltd.co.uk,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/hoopleltd.co.uk.png
loop unique companies,loop-cn.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/loop-cn.com.png
enterprise minnesota,enterpriseminnesota.org,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/enterpriseminnesota.org.png
safety-risk-services,safety-risk-services.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/safety-risk-services.com.png
emerald operating partners,emerald-op.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/emerald-op.com.png
rj consulting,rachanaa.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/rachanaa.com.png
"""gosst אי""""מ הדרכות""",gosst.co.il,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/gosst.co.il.png
athenian consulting group,athenianconsulting.com,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/athenianconsulting.com.png
piacentini associati - dottori commercialisti,piacentiniassociati.eu,Management Consulting,/Users/armankassam/dis/ann/logo-classifier/data/logos/management_consulting/piacentiniassociati.eu.png
